doi_r,title_r,doi_o,title_o,set,label,mo_titles,mo_dois,old_key,old_model,mo_key,error,new_keys,new_reasoning,result
10.5334/jcaa.52,"Agent-Based Modeling, Scientific Reproducibility, and Taphonomy: A Successful Model Implementation Case Study",10.1177/0959683615609754,Modelling the palimpsest: An exploratory agent-based model of surface archaeological deposit formation in a fluvial arid Australian landscape,control,agrees_with_mo,['Modelling the palimpsest: an exploratory agent-based model of surface archaeological deposit formation in a fluvial arid Australian landscape'],['10.1177/0959683615609754'],@davies2015,gpt-5.6-luna,@davies2015,,['@davies2015'],"The abstract says the paper replicates and corroborates the findings of the original geoarchaeological model, which matches Davies et al. (2015); the other listed works are not identified as findings this paper re-tests.",same as old
10.1038/s41531-018-0064-2,Antibody biomarker for de novo Parkinson disease: attempted validation,10.1038/npjparkd.2016.12,Blood biomarker for Parkinson disease: peptoids,control,agrees_with_mo,['Blood biomarker for Parkinson disease: peptoids'],['10.1038/npjparkd.2016.12'],@yazdani2016,gpt-5.6-luna,@yazdani2016,,['@yazdani2016'],"The abstract says the current study validates the prior PD2 peptoid finding and explicitly calls the result a failure to replicate, identifying the matching 2016 peptoid paper; the other listed works are not described as findings this study re-tests.",same as old
10.1080/15402000701264005,How Early in Treatment is PAP Adherence Established? Revisiting Night-to-Night Variability,10.1093/sleep/20.4.278,Night-To-Night Variability in CPAP Use Over the First Three Months of Treatment,control,agrees_with_mo,['Night-to-night variability in CPAP use over the first three months of treatment'],['10.1093/sleep/20.4.278'],@weaver1997b,gpt-5.6-luna,@weaver1997b,,['@weaver1997b'],"The title’s reference to revisiting night-to-night variability and the abstract’s explicit replication claim point to Weaver et al. (1997), while the other listed works are not identified as targets by the supplied text.",same as old
10.1093/eep/dvaf016,Immediate and durable effects of maternal tobacco consumption on placental DNA methylation: a replication and discovery study,10.1186/s12916-020-01736-1,Immediate and durable effects of maternal tobacco consumption alter placental DNA methylation in enhancer and imprinted gene-containing regions,control,agrees_with_mo,['Immediate and durable effects of maternal tobacco consumption alter placental DNA methylation in enhancer and imprinted gene-containing regions'],['10.1186/s12916-020-01736-1'],@rousseaux2020,gpt-5.6-luna,@rousseaux2020,,[],"The abstract establishes that the paper re-tested previously identified 450K-array loci, but the supplied text does not identify which cited original paper or papers supplied those loci.",declines
10.1093/brain/awr007,TMEM106B is associated with frontotemporal lobar degeneration in a clinically diagnosed patient cohort,10.1038/ng.536,Common variants at 7p21 are associated with frontotemporal lobar degeneration with TDP-43 inclusions,control,agrees_with_mo,"['Common variants at 7p21 are associated with frontotemporal lobar degeneration with TDP-43 inclusions', 'Common variants at 7p21 are associated with frontotemporal lobar degeneration with TDP-43 inclusions', 'Common variants at 7p21 are associated with frontotemporal lobar degeneration with TDP-43 inclusions']","['10.1038/ng.536', '10.1038/ng.536', '10.1038/ng.536']",@deerlin2010,gpt-5.6-luna,@deerlin2010,,['@deerlin2010'],"The abstract describes an independent replication of the TMEM106B variant associated with FTLD-TDP, matching the listed Van Deerlin et al. study; other cited works are not identified as findings this paper re-tests.",same as old
10.1101/lm.2269911,Dorsal and ventral striatal protein synthesis inhibition affect reinforcer valuation but not the consolidation of instrumental learning,10.1038/nn973,Early consolidation of instrumental learning requires protein synthesis in the nucleus accumbens,control,agrees_with_mo,['Early consolidation of instrumental learning requires protein synthesis in the nucleus accumbens'],['10.1038/nn973'],@hernandez2002,gpt-5.6-luna,@hernandez2002,,['@hernandez2002'],"The paper explicitly says it replicated the unprotected NAcc anisomycin effect, which matches Hernandez et al. (2002); the other cited works are background or context rather than findings this paper says it re-tested.",same as old
10.1038/tp.2013.63,Interaction between polygenic risk for cigarette use and environmental exposures in the Detroit neighborhood health study,10.1038/tp.2012.41,Genome-wide meta-analyses of smoking behaviors in African Americans,control,agrees_with_mo,['Genomewide meta-analyses of smoking behaviors in African Americans'],['10.1038/tp.2012.41'],@david2012,gpt-5.6-luna,,,['@david2012'],"The paper explicitly re-tests the African American smoking meta-analysis finding, while its other cited works provide background or context rather than findings tested here.",same as old
10.1159/000331585,"The Association of CD46, SLAM and CD209 Cellular Receptor Gene SNPs with Variations in Measles Vaccine-Induced Immune Responses: A Replication Study and Examination of Novel Polymorphisms",10.1016/j.jaci.2007.04.036,Variations in measles vaccine–specific humoral immunity by polymorphisms in SLAM and CD46 measles virus receptors,control,agrees_with_mo,['Variations in measles vaccine-specific humoral immunity by polymorphisms in SLAM and CD46 measles virus receptors'],['10.1016/j.jaci.2007.04.036'],@dhiman2007,gpt-5.6-luna,,,['@dhiman2007'],"The paper explicitly identifies the prior CD46 antibody association as successfully replicated, matching Dhiman et al. (2007); other cited studies are background or are not identified as findings this paper re-tests.",same as old
10.1177/10870547251314924,Avoidant Automatic Thoughts Are Associated With Task Avoidance and Inattention in the Moment: Replication in a Community Sample,10.1007/s10608-023-10410-8,Avoidant Automatic Thoughts are Associated with Task Avoidance and Inattention in the Moment,control,agrees_with_mo,['Avoidant automatic thoughts are associated with task avoidance and inattention in the moment'],['10.1007/s10608-023-10410-8'],@knouse2023,gpt-5.6-luna,@knouse2023,,['@knouse2023'],"The paper explicitly says it replicates the single prior study, which matches the listed Knouse et al. record; its other references are cited for background or methods rather than re-tested.",same as old
10.1016/j.dadm.2016.09.003,Prospective associations of plasma phospholipids and mild cognitive impairment/dementia among African Americans in the ARIC Neurocognitive Study,10.1038/nm.3466,Plasma phospholipids identify antecedent memory impairment in older adults,control,agrees_with_mo,['Plasma phospholipids identify antecedent memory impairment in older adults'],['10.1038/nm.3466'],@mapstone2014,gpt-5.6-luna,@mapstone2014,,['@mapstone2014'],"The paper explicitly retests the previously identified panel of 10 prospectively predictive phospholipids, which matches Mapstone et al. (2014); other cited works are not identified as findings re-tested here.",same as old
10.1371/journal.pone.0030237,Genetic Evidence for the Association between the Early Growth Response 3 (EGR3) Gene and Schizophrenia,10.1073/pnas.0610765104,"Genetic analysis of the calcineurin pathway identifies members of the EGR gene family, specifically EGR3 , as potential susceptibility candidates in schizophrenia",control,agrees_with_mo,"['Genetic analysis of the calcineurin pathway identifies members of the EGR gene family, specifically EGR3, as potential susceptibility candidates in schizophrenia']",['10.1073/pnas.0610765104'],@yamada2007,gpt-5.6-luna,@yamada2007,,['@yamada2007'],"The paper tests the previously reported EGR3–schizophrenia association, attributable to Yamada et al. (2007), while the other listed works are not shown here as findings this paper re-tests.",same as old
10.1002/ibd.21752,Independent Replication of an Association of CNVR7113.6 with Crohnʼs Disease in Caucasians,10.1038/nature08979,"Genome-wide association study of CNVs in 16,000 cases of eight common diseases and 3,000 shared controls",control,agrees_with_mo,"['Genome-wide association study of CNVs in 16,000 cases of eight common diseases and 3,000 shared controls']",['10.1038/nature08979'],@craddock2010,gpt-5.6-luna,@craddock2010,,['@craddock2010'],The paper re-tests the CNVR7113.6–Crohn’s disease association reported by the listed CNV genome-wide association study; other cited works are not identified as findings this paper re-tests.,same as old
10.1177/1474704920960450,No Evidence for a Relationship between Intelligence and Ejaculate Quality,10.1016/j.intell.2008.11.001,Intelligence and semen quality are positively correlated,control,agrees_with_mo,['Intelligence and semen quality are positively correlated'],['10.1016/j.intell.2008.11.001'],@arden2008,gpt-5.6-luna,@arden2008,,['@arden2008'],"The paper explicitly calls its investigation a conceptual replication and identifies Arden, Gottfredson, Miller et al. as a study whose finding its results do not match; the other cited works are not identified as targets.",same as old
10.3389/fnhum.2018.00472,The Role of Frontostriatal Systems in Instructed Reinforcement Learning: Evidence From Genetic and Experimentally-Induced Variation,10.1523/jneurosci.6486-10.2011,Dopaminergic Genes Predict Individual Differences in Susceptibility to Confirmation Bias,control,agrees_with_mo,['Dopaminergic genes predict individual differences in susceptibility to confirmation bias'],['10.1523/jneurosci.6486-10.2011'],@doll2011,gpt-5.6-luna,@doll2011,,['@doll2011'],"The paper explicitly says it replicated the COMT Met allele association, which matches Doll et al. (2011); other cited works are not identified as findings this paper re-tests.",same as old
10.2466/pms.2002.94.3.867,Urine Alarms and Prompts for Fostering Daytime Urinary Continence in a Student with Multiple Disabilities: A Replication Study,10.1017/s1352465899273079,URINE-TRIGGERED ALARM SIGNALS AND PROMPTS TO PROMOTE DAYTIME URINARY CONTINENCE IN A BOY WITHSEVERE INTELLECTUAL DISABILITY,control,agrees_with_mo,['Urine-triggered alarm signals and prompts to promote daytime urinary continence in a boy with severe intellectual disability'],['10.1017/s1352465899273079'],@lancioni1999,gpt-5.6-luna,@lancioni1999,,['@lancioni1999'],"The paper labels itself a replication and describes the same specific urine-alarm-and-prompt approach as Lancioni and Markus (1999), while the other cited works are not identified as the work being re-tested.",same as old
10.1016/j.biopsycho.2021.108058,An EEG signature of suicidal behavior in female patients with major depressive disorder? A non-replication,10.4088/jcp.18m12661,Electroencephalogram Resting State Frequency Power Characteristics of Suicidal Behavior in Female Patients With Major Depressive Disorder,control,agrees_with_mo,['Electroencephalogram resting state frequency power characteristics of suicidal behavior in female patients with major depressive disorder'],['10.4088/jcp.18m12661'],@benschop2019,gpt-5.6-luna,@benschop2019,,['@benschop2019'],"The paper explicitly re-tests the earlier beta/gamma EEG finding, which matches Benschop et al. (2019), while the other listed works are not identified as findings this paper re-tests.",same as old
10.1111/j.1600-0447.1993.tb03464.x,Reliability of a standardized and expanded Brief Psychiatric Rating Scale: a replication study,10.1111/j.1600-0447.1991.tb03147.x,Psychometric evaluation of a standardized and expanded Brief Psychiatric Rating Scale,control,agrees_with_mo,['Psychometric evaluation of a standardized and expanded Brief Psychiatric Rating Scale'],['10.1111/j.1600-0447.1991.tb03147.x'],@hafkenscheid1991,gpt-5.6-luna,@hafkenscheid1991,,['@hafkenscheid1991'],The paper explicitly re-tests the 1991 psychometric evaluation's reliability coefficients; other listed works are not identified as findings this paper re-tests.,same as old
10.1177/10911421221101690,"A Replication of “Trade Shocks and the Provision of Local Public Goods” ( <i>American Economic Journal: Economic Policy, 2017</i> )",10.1257/pol.20150578,Trade Shocks and the Provision of Local Public Goods,control,agrees_with_mo,['Trade Shocks and the Provision of Local Public Goods'],['10.1257/pol.20150578'],@feler2017,gpt-5.6-luna,@feler2017,,['@feler2017'],The paper explicitly says it replicates Feler and Senses’s published results; the other cited works are not identified as findings this paper re-tests.,same as old
10.1007/s10608-024-10550-5,Modulating the Value of Positive Feedback Does Not Influence Expectation Change in Major depression – What Can be Learned from a Failed Replication?,10.1017/s0033291718002106,Why dysfunctional expectations in depression persist – Results from two experimental studies investigating cognitive immunization,control,agrees_with_mo,['Why dysfunctional expectations in depression persist - results from two experimental studies investigating cognitive immunization'],['10.1017/s0033291718002106'],@ube2018,gpt-5.6-luna,@ube2018,,['@ube2018'],"The abstract explicitly identifies the cognitive-immunization effect as the replication target, which matches the listed Kube et al. (2018) paper; other cited works are not identified as findings this paper re-tests.",same as old
10.1007/s00221-023-06560-6,Slipping while counting: gaze–gait interactions during perturbed walking under dual-task conditions,10.1167/jov.21.8.11,Icy road ahead—rapid adjustments of gaze–gait interactions during perturbed naturalistic walking,control,agrees_with_mo,['Icy road ahead-rapid adjustments of gaze-gait interactions during perturbed naturalistic walking'],['10.1167/jov.21.8.11'],@kopiske2021,gpt-5.6-luna,,,['@kopiske2021'],"The abstract explicitly reports replicating earlier gaze–gait findings, and Kopiske et al. (2021) is the listed study most specifically matching that finding and perturbed-walking paradigm; other cited works are not identified as re-tested.",same as old
10.1111/j.1365-2516.2010.02473.x,A case-control study reveals immunoregulatory gene haplotypes that influence inhibitor risk in severe haemophilia A,10.1182/blood-2005-09-3918,Polymorphisms in the IL10 but not in the IL1beta and IL4 genes are associated with inhibitor development in patients with hemophilia A,control,agrees_with_mo,['Polymorphisms in the IL10 but not in the IL1beta and IL4 genes are associated with inhibitor development in patients with hemophilia A'],['10.1182/blood-2005-09-3918'],@astermark2005,gpt-5.6-luna,@astermark2005,,['@astermark2005'],"The abstract explicitly says it replicates previous IL10 findings, and Astermark et al. (2005) is the listed study specifically reporting an IL10 association with inhibitor development; the other cited works are not identified as findings re-tested here.",same as old
10.1093/scan/nsaf049,"Effects of Oxytocin on Agency in Anxiously Attached Individuals, a Replication and Extension",10.1177/0956797615580279,Differential Effects of Oxytocin on Agency and Communion for Anxiously and Avoidantly Attached Individuals,control,agrees_with_mo,"['Differential effects of oxytocin on agency and communion for anxiously and avoidantly attached individuals', 'Differential effects of oxytocin on agency and communion for anxiously and avoidantly attached individuals']","['10.1177/0956797615580279', '10.1177/0956797615580279']",@bartz2015,gpt-5.4-mini,@bartz2015,,['@bartz2015'],"The abstract explicitly re-tests the avoidance–communion and anxiety–agency findings, which match Bartz et al. (2015), while the other cited works are not identified as targets.",same as old
10.3758/s13421-020-01043-3,Cognitive aging and verbal labeling in continuous visual memory,10.1016/j.cognition.2017.05.038,The interplay of language and visual perception in working memory,control,agrees_with_mo,['The interplay of language and visual perception in working memory'],['10.1016/j.cognition.2017.05.038'],@souza2017,gpt-5.6-luna,@souza2017,,['@souza2017'],The abstract explicitly says this paper replicated the labeling finding attributed to Souza and Skóra (2017); other cited works are not identified as findings this paper re-tested.,same as old
10.3109/10428194.2014.910775,10p12.31-12.2 variants and risk of childhood acute lymphoblastic leukemia in a Chinese population,10.1093/jnci/djt042,Novel Susceptibility Variants at 10p12.31-12.2 for Childhood Acute Lymphoblastic Leukemia in Ethnically Diverse Populations,control,agrees_with_mo,['Novel susceptibility variants at 10p12.31-12.2 for childhood acute lymphoblastic leukemia in ethnically diverse populations'],['10.1093/jnci/djt042'],@xu2013,gpt-5.6-luna,@xu2013,,['@xu2013'],"The paper describes retesting the previously identified 10p12.31-12.2 locus, which matches Xu et al. (2013); the other listed works are not identified as targets.",same as old
10.1017/s0033291713000846,Environmental influences on familial resemblance for drug abuse in first-cousin pairs: a Swedish national study,10.1001/jamapsychiatry.2013.276,Within-Family Environmental Transmission of Drug Abuse,control,agrees_with_mo,"['Within-family environmental transmission of drug abuse: a Swedish national study', 'Within-family environmental transmission of drug abuse: a Swedish national study']","['10.1001/jamapsychiatry.2013.276', '10.1001/jamapsychiatry.2013.276']",@kendler2012b,gpt-5.6-luna,@kendler2012b,,[],"The abstract explicitly says it replicates prior sibling results, but it does not name the original study, and the supplied evidence does not uniquely link that statement to a listed reference.",declines
10.1097/nna.0000000000000521,Effect of the Salary Model on Sustainability of a Professional Practice Environment,10.1097/nna.0000000000000194,A Comparison of Salary-Wage and Hourly-Wage Acute Care Nursing Units,control,agrees_with_mo,['A comparison of the salary wage and hourly wage acute care nursing units. A pilot study'],['10.1097/nna.0000000000000194'],@hickey2015,gpt-5.6-luna,,,['@hickey2015'],"The paper re-examines nurses in the same units surveyed in the earlier study, and the Hickey et al. reference is the listed record specifically about comparing salary-wage and hourly-wage nursing units.",same as old
10.1177/1091142114553785,"A Replication of “The Political Determinants of Federal Expenditure at the State Level” (Public Choice, 2005)",10.1007/s11127-005-7524-z,The Political Determinants of Federal Expenditure at the State Level,control,agrees_with_mo,['The political determinants of federal expenditure at the state level'],['10.1007/s11127-005-7524-z'],@hoover2005,gpt-5.6-luna,@hoover2005,,['@hoover2005'],"The paper explicitly says it replicates Hoover and Pecorino; Atlas et al. and Larcinese, Rizzo, and Testa are described as prior research or a source of a suggested variable, not as findings this paper re-tests.",same as old
10.1097/j.pain.0000000000003174,High-speed imaging of evoked rodent mechanical behaviors yields variable results that are not predictive of inflammatory injury,10.1016/j.celrep.2019.07.017,Development of a Mouse Pain Scale Using Sub-second Behavioral Mapping and Statistical Modeling,control,agrees_with_mo,['Development of a mouse pain scale using sub-second behavioral mapping and statistical modeling'],['10.1016/j.celrep.2019.07.017'],@abdussaboor2019,gpt-5.6-luna,@abdussaboor2019,,['@abdussaboor2019'],"The abstract explicitly says the high-speed videography findings could not be replicated, matching the listed Abdus-Saboor et al. study; other cited works are not identified as findings this paper re-tests.",same as old
10.9741/2578-2118.1125,Using Self-Efficacy Theory to Design Arduino Instruction for Novices: A Replication Study,10.13031/aea.15031,"Designing Arduino Instruction for Novice Agriculture Students: Effects on Interest, Self-efficacy, and Knowledge",control,agrees_with_mo,"['Designing Arduino instruction for novice agriculture students: Effects on interest, self-efficacy, and knowledge']",['10.13031/aea.15031'],@johnson2022,gpt-5.6-luna,@johnson2022,,['@johnson2022'],The paper identifies itself as a replication and says its findings were consistent with the original study; Johnson et al. (2022) is the listed original matching that Arduino instructional treatment.,same as old
10.1186/1744-9081-2-39,Association study of the vesicular monoamine transporter 1 (VMAT1) gene with schizophrenia in a Japanese population,10.1016/j.schres.2005.04.011,"Mutation in the vesicular monoamine gene, SLC18A1, associated with schizophrenia",control,agrees_with_mo,"['Mutation in the vesicular monoamine gene, SLC18A1, associated with schizophrenia']",['10.1016/j.schres.2005.04.011'],@bly2005,gpt-5.6-luna,@bly2005,,['@bly2005'],"The paper explicitly re-tests the reported Pro4Thr association, which matches the listed Bly study; the other cited works are background or concern different findings.",same as old
10.1123/jpah.5.1.19,WV Walks: Replication With Expanded Reach,10.1006/pmed.2002.1074,Wheeling Walks: A Community Campaign Using Paid Media to Encourage Walking Among Sedentary Older Adults,control,agrees_with_mo,['Wheeling walks: a community campaign using paid media to encourage walking among sedentary older adults'],['10.1006/pmed.2002.1074'],@reger2002,gpt-5.6-luna,@reger2002,,[],"The abstract explicitly re-tests the Wheeling Walks campaign and its initial effects, but the supplied evidence does not distinguish which of the two listed Wheeling Walks records is the specific target.",declines
10.1177/1043986218769989,The Effects of Wars on Postwar Homicide Rates: A Replication and Extension of Archer and Gartner’s Classic Study,10.2307/2094796,Violent Acts and Violent Times: A Comparative Approach to Postwar Homicide Rates,control,agrees_with_mo,['Violent acts and violent times: A comparative approach to postwar homicide'],['10.2307/2094796'],@archer1976,gpt-5.6-luna,@archer1976,,['@archer1976'],"The paper explicitly says it replicates Archer and Gartner’s classic work, matching the listed 1976 study; the other cited works are not identified as findings this paper re-tests.",same as old
10.1007/s00125-009-1557-7,Genetic association analysis of LARS2 with type 2 diabetes,10.2337/diabetes.54.6.1892,Evidence that the Mitochondrial Leucyl tRNA Synthetase (LARS2) Gene Represents a Novel Type 2 Diabetes Susceptibility Gene,control,agrees_with_mo,['Evidence that the mitochondrial leucyl tRNA synthetase (LARS2) gene represents a novel type 2 diabetes susceptibility gene'],['10.2337/diabetes.54.6.1892'],@hart2005,gpt-5.6-luna,@hart2005,,['@hart2005'],"The paper explicitly re-tests the previously identified H324Q association linked to ’t Hart et al. (2005); rs9825041 is described as a variant identified through this paper’s own data inspection, not as a separate published finding being re-tested.",same as old
10.1111/j.1526-4610.1992.hed3205239.x,Psychometric Characteristics of the Headache‐Specific Locus of Control Scale,10.1111/j.1526-4610.1990.hed3011729.x,The Headache‐Specific Locus of Control Scale: Adaptation to Recurrent Headaches,control,agrees_with_mo,['The headache-specific locus of control scale: adaptation to recurrent headaches'],['10.1111/j.1526-4610.1990.hed3011729.x'],@martin1990,gpt-5.6-luna,,,['@martin1990'],"The abstract explicitly calls this a replication and compares its psychometric results with Martin's, matching the listed 1990 HSLC paper; the other references are not identified as re-tested.",same as old
10.1158/1055-9965.epi-09-0861,Polymorphism in the <i>GALNT1</i> Gene and Epithelial Ovarian Cancer in Non-Hispanic White Women: The Ovarian Cancer Association Consortium,10.1158/1055-9965.epi-07-0565,Association of Single Nucleotide Polymorphisms in Glycosylation Genes with Risk of Epithelial Ovarian Cancer,control,agrees_with_mo,['Association of SNPs in glycosylation genes with risk of epithelial ovarian cancer'],['10.1158/1055-9965.epi-07-0565'],@sellers2008,gpt-5.6-luna,,,['@sellers2008'],"The paper explicitly says it attempted to replicate the GALNT1 observation from the prior glycosylation-gene ovarian cancer study, which matches Sellers et al. (2008); the other cited works are not identified as findings this paper re-tests.",same as old
