doi_r,title_r,doi_o,title_o,set,label,mo_titles,mo_dois,old_key,old_model,rewrite,rewritable,renamed_keys,mo_key,error,new_keys,new_reasoning,result
10.1093/ije/dyv127,Re-analysis of health and educational impacts of a school-based deworming programme in western Kenya: a pure replication,10.1111/j.1468-0262.2004.00481.x,Worms: Identifying Impacts on Education and Health in the Presence of Treatment Externalities,control,agrees_with_mo,"['Worms: identifying impacts on education and health in the presence of treatment externalities', 'Worms: identifying impacts on education and health in the presence of treatment externalities', 'Worms: identifying impacts on education and health in the presence of treatment externalities', 'Worms: identifying impacts on education and health in the presence of treatment externalities']","['10.1111/j.1468-0262.2004.00481.x', '10.1111/j.1468-0262.2004.00481.x', '10.1111/j.1468-0262.2004.00481.x', '10.1111/j.1468-0262.2004.00481.x']",@miguel2003,gpt-5.6-luna,exact,True,1,@miguel2003,,['@miguel2003'],The paper explicitly re-analyses the original Kenya deworming study and compares its results with the original paper; other cited works are background or related replications rather than the finding this paper re-tests.,same as old
10.1002/pros.21443,Chromosomes 4 and 8 implicated in a genome wide SNP linkage scan of 762 prostate cancer families collected by the ICPCG,10.1086/432377,"A Combined Genomewide Linkage Scan of 1,233 Families for Prostate Cancer–Susceptibility Genes Conducted by the International Consortium for Prostate Cancer Genetics",control,agrees_with_mo,"['A combined genomewide linkage scan of 1,233 families for prostate cancer susceptibility genes conducted by the international consortium for prostate cancer genetics']",['10.1086/432377'],@xu2005,gpt-5.6-luna,exact,True,2,@xu2005,,['@xu2005'],"The paper explicitly says it re-tests the earlier 1,233-family linkage scan, which matches Xu et al. (2005); the other listed works are cited for context or related findings rather than as the scan being re-tested.",same as old
10.3389/fonc.2023.1139347,Replication of genetic associations of chemotherapy-related cardiotoxicity in the adjuvant NSABP B-31 clinical trial,10.1097/fpc.0000000000000302,Genome-wide association study of cardiotoxicity in the NCCTG N9831 (Alliance) adjuvant trastuzumab trial,control,agrees_with_mo,"['Genome-wide association study of cardiotoxicity in the NCCTG N9831 (Alliance) adjuvant trastuzumab trial', 'Genome-wide association study of cardiotoxicity in the NCCTG N9831 (Alliance) adjuvant trastuzumab trial']","['10.1097/fpc.0000000000000302', '10.1097/fpc.0000000000000302']",@serie2017,gpt-5.6-luna,exact,True,1,@serie2017,,['@serie2017'],"The paper explicitly re-tests genetic associations reported in the NCCTG N9831 trial, matching the listed N9831 cardiotoxicity GWAS; the other cited works are not identified as findings this paper re-tests.",same as old
10.3758/s13414-020-02239-0,Selection in working memory is resource-demanding: Concurrent task effects on the retro-cue effect,10.3758/s13414-013-0615-x,Orienting attention in visual working memory requires central capacity: Decreased retro-cue effects under dual-task conditions,control,agrees_with_mo,"['Orienting attention in visual working memory requires central capacity: decreased retro-cue effects under dual-task conditions', 'Orienting attention in visual working memory requires central capacity: decreased retro-cue effects under dual-task conditions']","['10.3758/s13414-013-0615-x', '10.3758/s13414-013-0615-x']",@janczyk2014,gpt-5.6-luna,exact,True,4,@janczyk2014,,['@janczyk2014'],The abstract explicitly says the paper replicated Janczyk and Berryhill’s paradigm; the other cited works are not identified as findings this paper re-tests.,same as old
10.1186/s41235-020-00260-3,Wielding a gun increases judgments of others as holding guns: a randomized controlled trial,10.1037/a0027881,Action alters object identification: Wielding a gun increases the bias to see guns.,control,agrees_with_mo,['Action alters object identification: Wielding a gun increases the bias to see guns'],['10.1037/a0027881'],@witt2012,gpt-5.6-luna,exact,True,6,@witt2012,,['@witt2012'],"The paper explicitly conducts a high-powered replication of the gun embodiment effect, which matches Witt and Brockmole's listed original; its other cited works are background or measures rather than findings re-tested.",same as old
10.2466/pr0.1994.74.2.380,Attitudes toward Parents: A Direct Replication,10.2466/pr0.1993.72.3.744,College Students' Attitudes toward Relationships with Their Parents as a Function of Gender,control,agrees_with_mo,"[""College students' attitudes toward relationships with their parents as a function of gender""]",['10.2466/pr0.1993.72.3.744'],@vitulli1993,gpt-5.4-mini,older_block,True,0,@vitulli1993,,['@vitulli1993'],"The abstract identifies a replication of the prior parents-attitudes study, matching the listed Vitulli and Holland paper; the other references are cited for theory or research methods rather than re-tested findings.",same as old
10.1186/s13104-019-4590-8,Exploration of shared genetic susceptibility loci between type 1 diabetes and rheumatoid arthritis in the Pakistani population,10.1007/s00251-015-0839-0,Genetic link of type 1 diabetes susceptibility loci with rheumatoid arthritis in Pakistani patients,control,agrees_with_mo,['Genetic link of type 1 diabetes susceptibility loci with rheumatoid arthritis in Pakistani patients'],['10.1007/s00251-015-0839-0'],@kiani2015_2,gpt-5.6-luna,exact,True,2,@kiani2015_2,,['@kiani2015_2'],"The paper explicitly re-tests the prior association of T1D-related SNPs with RA, which matches the listed Kiani et al. paper on that genetic link; the seven SNPs are findings within one original paper, not seven separate targets.",same as old
10.1371/journal.pone.0175538,Absence of antibodies against KIR4.1 in multiple sclerosis: A three-technique approach and systematic review,10.1056/nejmoa1110740,Potassium Channel KIR4.1 as an Immune Target in Multiple Sclerosis,control,agrees_with_mo,['Potassium channel KIR4.1 as an immune target in multiple sclerosis'],['10.1056/nejmoa1110740'],@srivastava2012,gpt-5.6-luna,exact,True,1,@srivastava2012,,['@srivastava2012'],"The paper explicitly says it aims to replicate the anti-KIR4.1–MS association and uses the original assay protocol, identifying Srivastava et al. (2012) as the target; the other cited works are background or systematic-review sources rather than findings this study separately re-tests.",same as old
10.5334/jcaa.52,"Agent-Based Modeling, Scientific Reproducibility, and Taphonomy: A Successful Model Implementation Case Study",10.1177/0959683615609754,Modelling the palimpsest: An exploratory agent-based model of surface archaeological deposit formation in a fluvial arid Australian landscape,control,agrees_with_mo,['Modelling the palimpsest: an exploratory agent-based model of surface archaeological deposit formation in a fluvial arid Australian landscape'],['10.1177/0959683615609754'],@davies2015,gpt-5.6-luna,exact,True,0,@davies2015,,['@davies2015'],"The abstract identifies a replication of the original geoarchaeological model, which matches Davies et al. (2015); the other cited works are not identified as findings re-tested by this paper.",same as old
10.1038/s41531-018-0064-2,Antibody biomarker for de novo Parkinson disease: attempted validation,10.1038/npjparkd.2016.12,Blood biomarker for Parkinson disease: peptoids,control,agrees_with_mo,['Blood biomarker for Parkinson disease: peptoids'],['10.1038/npjparkd.2016.12'],@yazdani2016,gpt-5.6-luna,exact,True,0,@yazdani2016,,['@yazdani2016'],"The paper explicitly says it sought to validate the earlier PD2 peptoid and IgG3 finding, which matches the listed Yazdani et al. peptoid study; the other references are background rather than findings re-tested here.",same as old
10.1080/15402000701264005,How Early in Treatment is PAP Adherence Established? Revisiting Night-to-Night Variability,10.1093/sleep/20.4.278,Night-To-Night Variability in CPAP Use Over the First Three Months of Treatment,control,agrees_with_mo,['Night-to-night variability in CPAP use over the first three months of treatment'],['10.1093/sleep/20.4.278'],@weaver1997_2,gpt-5.6-luna,exact,True,3,@weaver1997_2,,['@weaver1997_2'],"The abstract frames its test as a replication of the early-PAP-use prediction finding, which matches the listed night-to-night variability study; the other cited works are not identified as findings this paper re-tests.",same as old
10.1093/eep/dvaf016,Immediate and durable effects of maternal tobacco consumption on placental DNA methylation: a replication and discovery study,10.1186/s12916-020-01736-1,Immediate and durable effects of maternal tobacco consumption alter placental DNA methylation in enhancer and imprinted gene-containing regions,control,agrees_with_mo,['Immediate and durable effects of maternal tobacco consumption alter placental DNA methylation in enhancer and imprinted gene-containing regions'],['10.1186/s12916-020-01736-1'],@rousseaux2020,gpt-5.6-luna,exact,True,0,@rousseaux2020,,['@rousseaux2020'],"The paper describes re-testing previously identified 450K-array loci, and the listed Rousseaux study is the uniquely matching prior placental smoking-methylation study; other cited works are not identified as the findings being re-tested.",same as old
10.1093/brain/awr007,TMEM106B is associated with frontotemporal lobar degeneration in a clinically diagnosed patient cohort,10.1038/ng.536,Common variants at 7p21 are associated with frontotemporal lobar degeneration with TDP-43 inclusions,control,agrees_with_mo,"['Common variants at 7p21 are associated with frontotemporal lobar degeneration with TDP-43 inclusions', 'Common variants at 7p21 are associated with frontotemporal lobar degeneration with TDP-43 inclusions', 'Common variants at 7p21 are associated with frontotemporal lobar degeneration with TDP-43 inclusions']","['10.1038/ng.536', '10.1038/ng.536', '10.1038/ng.536']",@deerlin2010,gpt-5.6-luna,exact,True,0,@deerlin2010,,['@deerlin2010'],"The abstract describes an independent replication of the rs1990622 association, which matches the listed Van Deerlin et al. study; the other cited works are not identified as findings re-tested by this paper.",same as old
10.1101/lm.2269911,Dorsal and ventral striatal protein synthesis inhibition affect reinforcer valuation but not the consolidation of instrumental learning,10.1038/nn973,Early consolidation of instrumental learning requires protein synthesis in the nucleus accumbens,control,agrees_with_mo,['Early consolidation of instrumental learning requires protein synthesis in the nucleus accumbens'],['10.1038/nn973'],@hernandez2002,gpt-5.6-luna,exact,True,6,@hernandez2002,,['@hernandez2002'],"The paper explicitly says it replicated the NAcc anisomycin effect, which matches Hernandez et al. (2002); the other cited works provide background or context rather than findings this paper re-tests.",same as old
10.1038/tp.2013.63,Interaction between polygenic risk for cigarette use and environmental exposures in the Detroit neighborhood health study,10.1038/tp.2012.41,Genome-wide meta-analyses of smoking behaviors in African Americans,control,agrees_with_mo,['Genomewide meta-analyses of smoking behaviors in African Americans'],['10.1038/tp.2012.41'],@david2012,gpt-5.6-luna,exact,True,3,,,['@david2012'],"The abstract explicitly says it tests the meta-analysis findings; the listed David et al. record uniquely matches a large African American smoking meta-analysis, while the other cited works provide background or concern the new environmental interaction questions.",same as old
10.1159/000331585,"The Association of CD46, SLAM and CD209 Cellular Receptor Gene SNPs with Variations in Measles Vaccine-Induced Immune Responses: A Replication Study and Examination of Novel Polymorphisms",10.1016/j.jaci.2007.04.036,Variations in measles vaccine–specific humoral immunity by polymorphisms in SLAM and CD46 measles virus receptors,control,agrees_with_mo,['Variations in measles vaccine-specific humoral immunity by polymorphisms in SLAM and CD46 measles virus receptors'],['10.1016/j.jaci.2007.04.036'],@dhiman2007,gpt-5.6-luna,exact,True,3,,,['@dhiman2007'],"The abstract explicitly re-tests a previously detected CD46 antibody association, which matches Dhiman et al. (2007); the other cited studies are presented as background rather than findings this paper re-tests.",same as old
10.1177/10870547251314924,Avoidant Automatic Thoughts Are Associated With Task Avoidance and Inattention in the Moment: Replication in a Community Sample,10.1007/s10608-023-10410-8,Avoidant Automatic Thoughts are Associated with Task Avoidance and Inattention in the Moment,control,agrees_with_mo,['Avoidant automatic thoughts are associated with task avoidance and inattention in the moment'],['10.1007/s10608-023-10410-8'],@knouse2023,gpt-5.6-luna,exact,True,0,@knouse2023,,['@knouse2023'],"The abstract explicitly says the current study replicated and extended the prior study, and the reference list contains the matching 2023 paper; other cited works are not identified as re-tested.",same as old
10.1016/j.dadm.2016.09.003,Prospective associations of plasma phospholipids and mild cognitive impairment/dementia among African Americans in the ARIC Neurocognitive Study,10.1038/nm.3466,Plasma phospholipids identify antecedent memory impairment in older adults,control,agrees_with_mo,['Plasma phospholipids identify antecedent memory impairment in older adults'],['10.1038/nm.3466'],@mapstone2014,gpt-5.6-luna,exact,True,0,@mapstone2014,,['@mapstone2014'],The paper re-tests the prior prospective phospholipid prediction finding matched to Mapstone et al. (2014); the other listed works are not identified as findings being re-tested.,same as old
10.1371/journal.pone.0030237,Genetic Evidence for the Association between the Early Growth Response 3 (EGR3) Gene and Schizophrenia,10.1073/pnas.0610765104,"Genetic analysis of the calcineurin pathway identifies members of the EGR gene family, specifically EGR3 , as potential susceptibility candidates in schizophrenia",control,agrees_with_mo,"['Genetic analysis of the calcineurin pathway identifies members of the EGR gene family, specifically EGR3, as potential susceptibility candidates in schizophrenia']",['10.1073/pnas.0610765104'],@yamada2007,gpt-5.6-luna,exact,True,3,@yamada2007,,['@yamada2007'],The paper tests the previously reported EGR3-schizophrenia association; the chromosome 8p meta-analyses and other cited works are background rather than findings this study re-tests.,same as old
10.1002/ibd.21752,Independent Replication of an Association of CNVR7113.6 with Crohnʼs Disease in Caucasians,10.1038/nature08979,"Genome-wide association study of CNVs in 16,000 cases of eight common diseases and 3,000 shared controls",control,agrees_with_mo,"['Genome-wide association study of CNVs in 16,000 cases of eight common diseases and 3,000 shared controls']",['10.1038/nature08979'],@craddock2010,gpt-5.6-luna,exact,True,0,@craddock2010,,['@craddock2010'],"The paper explicitly re-tests the CNVR7113.6 association reported by the CNV genome-wide association study, which matches Craddock et al. (2010); the other listed works are not identified as the source of that finding being re-tested.",same as old
10.1177/1474704920960450,No Evidence for a Relationship between Intelligence and Ejaculate Quality,10.1016/j.intell.2008.11.001,Intelligence and semen quality are positively correlated,control,agrees_with_mo,['Intelligence and semen quality are positively correlated'],['10.1016/j.intell.2008.11.001'],@arden2008,gpt-5.6-luna,exact,True,1,@arden2008,,['@arden2008'],The paper explicitly describes a conceptual replication and identifies Arden et al. as the study whose intelligence–ejaculate-quality finding it does not match; the listed Arden 2008 paper uniquely fits.,same as old
10.3389/fnhum.2018.00472,The Role of Frontostriatal Systems in Instructed Reinforcement Learning: Evidence From Genetic and Experimentally-Induced Variation,10.1523/jneurosci.6486-10.2011,Dopaminergic Genes Predict Individual Differences in Susceptibility to Confirmation Bias,control,agrees_with_mo,['Dopaminergic genes predict individual differences in susceptibility to confirmation bias'],['10.1523/jneurosci.6486-10.2011'],@doll2011,gpt-5.6-luna,exact,True,2,@doll2011,,['@doll2011'],"The explicit replication claim concerns the COMT association, which matches Doll et al. (2011); the other cited works are not identified as findings this paper re-tests.",same as old
10.2466/pms.2002.94.3.867,Urine Alarms and Prompts for Fostering Daytime Urinary Continence in a Student with Multiple Disabilities: A Replication Study,10.1017/s1352465899273079,URINE-TRIGGERED ALARM SIGNALS AND PROMPTS TO PROMOTE DAYTIME URINARY CONTINENCE IN A BOY WITHSEVERE INTELLECTUAL DISABILITY,control,agrees_with_mo,['Urine-triggered alarm signals and prompts to promote daytime urinary continence in a boy with severe intellectual disability'],['10.1017/s1352465899273079'],@lancioni1999,gpt-5.6-luna,exact,True,0,@lancioni1999,,['@lancioni1999'],"The title identifies this as a replication of the urine-alarm-and-prompts approach, which matches the listed Lancioni and Markus paper; the other listed works concern different procedures or settings.",same as old
10.1016/j.biopsycho.2021.108058,An EEG signature of suicidal behavior in female patients with major depressive disorder? A non-replication,10.4088/jcp.18m12661,Electroencephalogram Resting State Frequency Power Characteristics of Suicidal Behavior in Female Patients With Major Depressive Disorder,control,agrees_with_mo,['Electroencephalogram resting state frequency power characteristics of suicidal behavior in female patients with major depressive disorder'],['10.4088/jcp.18m12661'],@benschop2019,gpt-5.6-luna,exact,True,0,@benschop2019,,['@benschop2019'],"The paper explicitly re-tests the earlier beta/gamma hypoactivity finding, which matches the listed Benschop et al. (2019) study; the other cited works are background or methodological context.",same as old
10.1111/j.1600-0447.1993.tb03464.x,Reliability of a standardized and expanded Brief Psychiatric Rating Scale: a replication study,10.1111/j.1600-0447.1991.tb03147.x,Psychometric evaluation of a standardized and expanded Brief Psychiatric Rating Scale,control,agrees_with_mo,['Psychometric evaluation of a standardized and expanded Brief Psychiatric Rating Scale'],['10.1111/j.1600-0447.1991.tb03147.x'],@hafkenscheid1991,gpt-5.6-luna,exact,True,0,@hafkenscheid1991,,['@hafkenscheid1991'],"The abstract explicitly re-tests the interrater reliability coefficients from the 1991 psychometric evaluation, identifying Hafkenscheid’s listed study; the other cited works are not described as findings re-tested here.",same as old
10.1177/10911421221101690,"A Replication of “Trade Shocks and the Provision of Local Public Goods” ( <i>American Economic Journal: Economic Policy, 2017</i> )",10.1257/pol.20150578,Trade Shocks and the Provision of Local Public Goods,control,agrees_with_mo,['Trade Shocks and the Provision of Local Public Goods'],['10.1257/pol.20150578'],@feler2017,gpt-5.6-luna,exact,True,0,@feler2017,,['@feler2017'],The title and abstract explicitly identify Feler and Senses’ published results as the replication target; the other listed works are not identified as findings this paper re-tests.,same as old
10.1007/s10608-024-10550-5,Modulating the Value of Positive Feedback Does Not Influence Expectation Change in Major depression – What Can be Learned from a Failed Replication?,10.1017/s0033291718002106,Why dysfunctional expectations in depression persist – Results from two experimental studies investigating cognitive immunization,control,agrees_with_mo,['Why dysfunctional expectations in depression persist - results from two experimental studies investigating cognitive immunization'],['10.1017/s0033291718002106'],@ube2018,gpt-5.6-luna,exact,True,5,@ube2018,,[],"The abstract explicitly identifies one replication target, but names no authors, year, or title, and multiple listed records concern cognitive immunization or expectation updating; the other listed works are not stated to be re-tested.",declines
10.1007/s00221-023-06560-6,Slipping while counting: gaze–gait interactions during perturbed walking under dual-task conditions,10.1167/jov.21.8.11,Icy road ahead—rapid adjustments of gaze–gait interactions during perturbed naturalistic walking,control,agrees_with_mo,['Icy road ahead-rapid adjustments of gaze-gait interactions during perturbed naturalistic walking'],['10.1167/jov.21.8.11'],@kopiske2021,gpt-5.6-luna,exact,True,1,,,['@kopiske2021'],"The abstract explicitly reports replicating earlier gaze–gait adjustment findings, which match the listed Kopiske et al. study; the other cited works are not identified as findings this paper re-tests.",same as old
10.1111/j.1365-2516.2010.02473.x,A case-control study reveals immunoregulatory gene haplotypes that influence inhibitor risk in severe haemophilia A,10.1182/blood-2005-09-3918,Polymorphisms in the IL10 but not in the IL1beta and IL4 genes are associated with inhibitor development in patients with hemophilia A,control,agrees_with_mo,['Polymorphisms in the IL10 but not in the IL1beta and IL4 genes are associated with inhibitor development in patients with hemophilia A'],['10.1182/blood-2005-09-3918'],@astermark2005,gpt-5.6-luna,exact,True,0,@astermark2005,,['@astermark2005'],"The abstract explicitly identifies replication of previous IL10 findings, which matches Astermark et al. (2005); other cited works are not explicitly identified as findings re-tested.",same as old
10.1093/scan/nsaf049,"Effects of Oxytocin on Agency in Anxiously Attached Individuals, a Replication and Extension",10.1177/0956797615580279,Differential Effects of Oxytocin on Agency and Communion for Anxiously and Avoidantly Attached Individuals,control,agrees_with_mo,"['Differential effects of oxytocin on agency and communion for anxiously and avoidantly attached individuals', 'Differential effects of oxytocin on agency and communion for anxiously and avoidantly attached individuals']","['10.1177/0956797615580279', '10.1177/0956797615580279']",@bartz2015,gpt-5.4-mini,older_block,True,2,@bartz2015,,['@bartz2015'],"The abstract explicitly reports retesting the oxytocin effects on communion and agency, which match Bartz et al. (2015); other cited works are not identified as findings this paper re-tests.",same as old
10.3758/s13421-020-01043-3,Cognitive aging and verbal labeling in continuous visual memory,10.1016/j.cognition.2017.05.038,The interplay of language and visual perception in working memory,control,agrees_with_mo,['The interplay of language and visual perception in working memory'],['10.1016/j.cognition.2017.05.038'],@souza2017,gpt-5.6-luna,exact,True,7,@souza2017,,['@souza2017'],The abstract explicitly identifies and re-tests Souza and Skóra (2017); the other listed works are not presented as findings this paper re-tests.,same as old
10.3109/10428194.2014.910775,10p12.31-12.2 variants and risk of childhood acute lymphoblastic leukemia in a Chinese population,10.1093/jnci/djt042,Novel Susceptibility Variants at 10p12.31-12.2 for Childhood Acute Lymphoblastic Leukemia in Ethnically Diverse Populations,control,agrees_with_mo,['Novel susceptibility variants at 10p12.31-12.2 for childhood acute lymphoblastic leukemia in ethnically diverse populations'],['10.1093/jnci/djt042'],@xu2013,gpt-5.6-luna,exact,True,0,@xu2013,,['@xu2013'],The paper re-tests the 10p12.31-12.2 susceptibility finding identified in Xu et al. (2013); the other cited works are not identified as the source of this specific locus finding.,same as old
10.1017/s0033291713000846,Environmental influences on familial resemblance for drug abuse in first-cousin pairs: a Swedish national study,10.1001/jamapsychiatry.2013.276,Within-Family Environmental Transmission of Drug Abuse,control,agrees_with_mo,"['Within-family environmental transmission of drug abuse: a Swedish national study', 'Within-family environmental transmission of drug abuse: a Swedish national study']","['10.1001/jamapsychiatry.2013.276', '10.1001/jamapsychiatry.2013.276']",@kendler2012_2,gpt-5.6-luna,exact,True,1,@kendler2012_2,,['@kendler2012_2'],"The paper explicitly re-tests the prior Swedish sibling results, and the listed study on within-family environmental transmission is the one that matches this specific finding.",same as old
10.1097/nna.0000000000000521,Effect of the Salary Model on Sustainability of a Professional Practice Environment,10.1097/nna.0000000000000194,A Comparison of Salary-Wage and Hourly-Wage Acute Care Nursing Units,control,agrees_with_mo,['A comparison of the salary wage and hourly wage acute care nursing units. A pilot study'],['10.1097/nna.0000000000000194'],@hickey2015,gpt-5.6-luna,exact,True,0,,,['@hickey2015'],"The paper re-examines the earlier salary- versus hourly-wage comparison, which matches Hickey et al.; the other listed works concern a different PPE study or the measurement scale.",same as old
10.1177/1091142114553785,"A Replication of “The Political Determinants of Federal Expenditure at the State Level” (Public Choice, 2005)",10.1007/s11127-005-7524-z,The Political Determinants of Federal Expenditure at the State Level,control,agrees_with_mo,['The political determinants of federal expenditure at the state level'],['10.1007/s11127-005-7524-z'],@hoover2005,gpt-5.6-luna,exact,True,0,@hoover2005,,['@hoover2005'],"Hoover and Pecorino are explicitly identified as the study whose results this paper replicates; Atlas is described as background research, and Larcinese, Rizzo, and Testa are cited for a suggested variable rather than as a re-tested finding.",same as old
10.1097/j.pain.0000000000003174,High-speed imaging of evoked rodent mechanical behaviors yields variable results that are not predictive of inflammatory injury,10.1016/j.celrep.2019.07.017,Development of a Mouse Pain Scale Using Sub-second Behavioral Mapping and Statistical Modeling,control,agrees_with_mo,['Development of a mouse pain scale using sub-second behavioral mapping and statistical modeling'],['10.1016/j.celrep.2019.07.017'],@abdussaboor2019,gpt-5.6-luna,exact,True,2,@abdussaboor2019,,['@abdussaboor2019'],"The abstract explicitly says the original high-speed videography findings were not replicated, and Abdus-Saboor et al. (2019) is the listed study that reports the matching sub-second behavioral mapping and pain-scale findings; the other cited works are not identified as the findings being re-tested.",same as old
10.9741/2578-2118.1125,Using Self-Efficacy Theory to Design Arduino Instruction for Novices: A Replication Study,10.13031/aea.15031,"Designing Arduino Instruction for Novice Agriculture Students: Effects on Interest, Self-efficacy, and Knowledge",control,agrees_with_mo,"['Designing Arduino instruction for novice agriculture students: Effects on interest, self-efficacy, and knowledge']",['10.13031/aea.15031'],@johnson2022,gpt-5.6-luna,exact,True,1,@johnson2022,,['@johnson2022'],"The abstract explicitly describes a replication and says its findings were consistent with the original study; the reference list identifies the matching Arduino instruction study by Johnson et al. (2022), while the other cited works are not identified as findings being retested.",same as old
10.1186/1744-9081-2-39,Association study of the vesicular monoamine transporter 1 (VMAT1) gene with schizophrenia in a Japanese population,10.1016/j.schres.2005.04.011,"Mutation in the vesicular monoamine gene, SLC18A1, associated with schizophrenia",control,agrees_with_mo,"['Mutation in the vesicular monoamine gene, SLC18A1, associated with schizophrenia']",['10.1016/j.schres.2005.04.011'],@bly2005,gpt-5.6-luna,exact,True,0,@bly2005,,['@bly2005'],"The paper explicitly re-tests the previously reported Pro4Thr–schizophrenia association, which matches Bly (2005); the other cited works provide background or concern different findings.",same as old
10.1123/jpah.5.1.19,WV Walks: Replication With Expanded Reach,10.1006/pmed.2002.1074,Wheeling Walks: A Community Campaign Using Paid Media to Encourage Walking Among Sedentary Older Adults,control,agrees_with_mo,['Wheeling walks: a community campaign using paid media to encourage walking among sedentary older adults'],['10.1006/pmed.2002.1074'],@reger2002,gpt-5.6-luna,exact,True,0,@reger2002,,[],"The paper explicitly re-tests the Wheeling Walks intervention, but the supplied evidence does not distinguish which of the two listed Wheeling Walks records is the target.",declines
10.1177/1043986218769989,The Effects of Wars on Postwar Homicide Rates: A Replication and Extension of Archer and Gartner’s Classic Study,10.2307/2094796,Violent Acts and Violent Times: A Comparative Approach to Postwar Homicide Rates,control,agrees_with_mo,['Violent acts and violent times: A comparative approach to postwar homicide'],['10.2307/2094796'],@archer1976,gpt-5.6-luna,exact,True,0,@archer1976,,['@archer1976'],"The paper explicitly says it replicates Archer and Gartner’s postwar-homicide work, which matches the listed 1976 study; the other cited works are not identified as findings this paper re-tests.",same as old
10.1007/s00125-009-1557-7,Genetic association analysis of LARS2 with type 2 diabetes,10.2337/diabetes.54.6.1892,Evidence that the Mitochondrial Leucyl tRNA Synthetase (LARS2) Gene Represents a Novel Type 2 Diabetes Susceptibility Gene,control,agrees_with_mo,['Evidence that the mitochondrial leucyl tRNA synthetase (LARS2) gene represents a novel type 2 diabetes susceptibility gene'],['10.2337/diabetes.54.6.1892'],@hart2005,gpt-5.6-luna,exact,True,0,@hart2005,,['@hart2005'],"The paper explicitly re-tests the previously identified H324Q association, which matches the listed ’t Hart et al. LARS2 susceptibility study; other cited works are not identified as findings this paper re-tests.",same as old
10.1111/j.1526-4610.1992.hed3205239.x,Psychometric Characteristics of the Headache‐Specific Locus of Control Scale,10.1111/j.1526-4610.1990.hed3011729.x,The Headache‐Specific Locus of Control Scale: Adaptation to Recurrent Headaches,control,agrees_with_mo,['The headache-specific locus of control scale: adaptation to recurrent headaches'],['10.1111/j.1526-4610.1990.hed3011729.x'],@martin1990,gpt-5.6-luna,exact,True,0,,,['@martin1990'],"The paper identifies Martin's scale development as the replication target and compares its psychometric results with Martin's, while the other listed works are not presented as findings this paper re-tests.",same as old
10.1158/1055-9965.epi-09-0861,Polymorphism in the <i>GALNT1</i> Gene and Epithelial Ovarian Cancer in Non-Hispanic White Women: The Ovarian Cancer Association Consortium,10.1158/1055-9965.epi-07-0565,Association of Single Nucleotide Polymorphisms in Glycosylation Genes with Risk of Epithelial Ovarian Cancer,control,agrees_with_mo,['Association of SNPs in glycosylation genes with risk of epithelial ovarian cancer'],['10.1158/1055-9965.epi-07-0565'],@sellers2008,gpt-5.6-luna,exact,True,0,,,['@sellers2008'],"The paper explicitly says it attempted to replicate the prior GALNT1 finding, and the listed Sellers et al. study is the uniquely fitting record; the other cited works are background or unrelated studies.",same as old
